# memory size (bytes)	cycles
4148000	21875
4149000	21875
4150000	21875
4151000	21875
4152000	21875
4153000	21875
4154000	21875
4155000	21875
4156000	21875
4157000	21875
4158000	21875
4159000	21875
4160000	21875
4161000	21875
4162000	21875
4163000	21875
4164000	21875
4165000	21875
4166000	25000
4167000	20312
4168000	21875
4169000	21875
4170000	21875
4171000	21875
4172000	21875
4173000	21875
4174000	21875
4175000	21875
4176000	21875
4177000	21875
4178000	21875
4179000	21875
4180000	21875
4181000	21875
4182000	21875
4183000	21875
4184000	23437
4185000	21875
4186000	21875
4187000	21875
4188000	21875
4189000	20312
4190000	21875
4191000	23437
4192000	21875
4193000	21875
4194000	21875
4195000	21875
4196000	21875
4197000	21875
4198000	21875
4199000	21875
4200000	21875
4201000	21875
4202000	21875
4203000	21875
4204000	20312
4205000	21875
4206000	21875
4207000	21875
4208000	21875
4209000	23437
4210000	21875
4211000	21875
4212000	23437
4213000	21875
4214000	21875
4215000	21875
4216000	21875
4217000	21875
4218000	23437
4219000	21875
4220000	21875
4221000	21875
4222000	21875
4223000	21875
4224000	21875
4225000	21875
4226000	21875
4227000	21875
4228000	21875
4229000	23437
4230000	21875
4231000	21875
4232000	21875
4233000	21875
4234000	21875
4235000	21875
4236000	21875
4237000	21875
4238000	21875
4239000	21875
4240000	23437
4241000	21875
4242000	21875
4243000	23437
4244000	21875
4245000	23437
4246000	21875
4247000	21875
4248000	23437
4249000	23437
4250000	21875
4251000	21875
4252000	21875
4253000	23437
4254000	21875
4255000	21875
4256000	23437
4257000	21875
4258000	21875
4259000	21875
4260000	23437
4261000	21875
4262000	21875
4263000	26562
4264000	23437
4265000	23437
4266000	21875
4267000	26562
4268000	23437
4269000	25000
4270000	23437
4271000	23437
4272000	25000
4273000	21875
4274000	21875
4275000	23437
4276000	25000
4277000	23437
4278000	25000
4279000	25000
4280000	23437
4281000	28125
4282000	25000
4283000	23437
4284000	25000
4285000	25000
4286000	21875
4287000	23437
4288000	25000
4289000	23437
4290000	25000
4291000	25000
4292000	23437
4293000	25000
4294000	23437
4295000	25000
4296000	25000
4297000	25000
4298000	25000
4299000	23437
4300000	25000
4301000	25000
4302000	26562
4303000	25000
4304000	23437
4305000	25000
4306000	23437
4307000	25000
4308000	25000
4309000	26562
4310000	23437
4311000	25000
4312000	23437
4313000	25000
4314000	23437
4315000	25000
4316000	23437
4317000	25000
4318000	23437
4319000	25000
4320000	23437
4321000	23437
4322000	25000
4323000	23437
4324000	23437
4325000	25000
4326000	23437
4327000	25000
4328000	21875
4329000	25000
4330000	21875
4331000	25000
4332000	23437
4333000	23437
4334000	23437
4335000	23437
4336000	23437
4337000	23437
4338000	25000
4339000	23437
4340000	25000
4341000	23437
4342000	23437
4343000	25000
4344000	23437
4345000	25000
4346000	23437
4347000	23437
4348000	25000
4349000	23437
4350000	26562
4351000	23437
4352000	25000
4353000	23437
4354000	23437
4355000	23437
4356000	23437
4357000	25000
4358000	23437
4359000	25000
4360000	21875
4361000	25000
4362000	23437
4363000	25000
4364000	23437
4365000	25000
4366000	25000
4367000	23437
4368000	26562
4369000	23437
4370000	23437
4371000	25000
4372000	25000
4373000	23437
4374000	23437
4375000	23437
4376000	25000
4377000	25000
4378000	23437
4379000	25000
4380000	25000
4381000	25000
4382000	25000
4383000	25000
4384000	25000
4385000	23437
4386000	25000
4387000	25000
4388000	25000
4389000	25000
4390000	25000
4391000	21875
4392000	25000
4393000	23437
4394000	25000
4395000	25000
4396000	25000
4397000	25000
4398000	23437
4399000	23437
4400000	25000
4401000	25000
4402000	23437
4403000	25000
4404000	23437
4405000	25000
4406000	23437
4407000	25000
4408000	23437
4409000	25000
4410000	25000
4411000	25000
4412000	25000
4413000	23437
4414000	23437
4415000	25000
4416000	23437
4417000	25000
4418000	25000
4419000	25000
4420000	25000
4421000	25000
4422000	25000
4423000	25000
4424000	23437
4425000	25000
4426000	25000
4427000	21875
4428000	26562
4429000	25000
4430000	23437
4431000	25000
4432000	25000
4433000	23437
4434000	25000
4435000	25000
4436000	25000
4437000	26562
4438000	25000
4439000	25000
4440000	23437
4441000	25000
4442000	25000
4443000	25000
4444000	25000
4445000	23437
4446000	26562
4447000	25000
4448000	25000
4449000	26562
4450000	26562
4451000	25000
4452000	25000
4453000	23437
4454000	26562
4455000	25000
4456000	25000
4457000	23437
4458000	25000
4459000	25000
4460000	25000
4461000	23437
4462000	25000
4463000	23437
4464000	25000
4465000	23437
4466000	25000
4467000	25000
4468000	26562
4469000	23437
4470000	25000
4471000	25000
4472000	23437
4473000	25000
4474000	25000
4475000	25000
4476000	25000
4477000	23437
4478000	25000
4479000	25000
4480000	25000
4481000	26562
4482000	25000
4483000	25000
4484000	25000
4485000	23437
4486000	25000
4487000	25000
4488000	23437
4489000	25000
4490000	25000
4491000	25000
4492000	21875
4493000	25000
4494000	25000
4495000	25000
4496000	25000
4497000	25000
4498000	25000
4499000	26562
4500000	25000
4501000	25000
4502000	23437
4503000	25000
4504000	25000
4505000	25000
4506000	25000
4507000	25000
4508000	26562
4509000	23437
4510000	25000
4511000	25000
4512000	25000
4513000	26562
4514000	23437
4515000	25000
4516000	25000
4517000	23437
4518000	26562
4519000	23437
4520000	25000
4521000	25000
4522000	23437
4523000	25000
4524000	26562
4525000	23437
4526000	25000
4527000	25000
4528000	25000
4529000	25000
4530000	25000
4531000	25000
4532000	25000
4533000	25000
4534000	25000
4535000	26562
4536000	25000
4537000	25000
4538000	26562
4539000	25000
4540000	25000
4541000	26562
4542000	25000
4543000	21875
4544000	25000
4545000	25000
4546000	25000
4547000	25000
4548000	26562
4549000	25000
4550000	25000
4551000	25000
4552000	26562
4553000	26562
4554000	25000
4555000	25000
4556000	25000
4557000	25000
4558000	26562
4559000	25000
4560000	25000
4561000	25000
4562000	25000
4563000	25000
4564000	26562
4565000	26562
4566000	25000
4567000	25000
4568000	26562
4569000	23437
4570000	25000
4571000	25000
4572000	26562
4573000	25000
4574000	25000
4575000	25000
4576000	25000
4577000	25000
4578000	23437
4579000	26562
4580000	25000
4581000	23437
4582000	26562
4583000	25000
4584000	25000
4585000	26562
4586000	25000
4587000	26562
4588000	25000
4589000	23437
4590000	26562
4591000	25000
4592000	26562
4593000	25000
4594000	25000
4595000	28125
4596000	25000
4597000	26562
4598000	25000
4599000	25000
4600000	26562
4601000	25000
4602000	26562
4603000	25000
4604000	25000
4605000	26562
4606000	25000
4607000	26562
4608000	26562
4609000	25000
4610000	25000
4611000	25000
4612000	26562
4613000	25000
4614000	26562
4615000	23437
4616000	25000
4617000	25000
4618000	26562
4619000	25000
4620000	25000
4621000	26562
4622000	26562
4623000	26562
4624000	25000
4625000	26562
4626000	26562
4627000	25000
4628000	26562
4629000	26562
4630000	25000
4631000	26562
4632000	25000
4633000	26562
4634000	26562
4635000	26562
4636000	25000
4637000	26562
4638000	25000
4639000	25000
4640000	25000
4641000	25000
4642000	26562
4643000	25000
4644000	26562
4645000	25000
4646000	26562
4647000	26562
4648000	28125
4649000	25000
4650000	25000
4651000	26562
4652000	26562
4653000	25000
4654000	25000
4655000	25000
4656000	26562
4657000	26562
4658000	26562
4659000	25000
4660000	25000
4661000	26562
4662000	26562
4663000	25000
4664000	26562
4665000	26562
4666000	26562
4667000	25000
4668000	26562
4669000	25000
4670000	25000
4671000	25000
4672000	26562
4673000	25000
4674000	25000
4675000	25000
4676000	26562
4677000	26562
4678000	26562
4679000	26562
4680000	25000
4681000	26562
4682000	25000
4683000	26562
4684000	25000
4685000	26562
4686000	26562
4687000	25000
4688000	26562
4689000	26562
4690000	25000
4691000	26562
4692000	26562
4693000	25000
4694000	26562
4695000	23437
4696000	26562
4697000	26562
4698000	23437
4699000	26562
4700000	26562
4701000	26562
4702000	25000
4703000	28125
4704000	25000
4705000	26562
4706000	25000
4707000	26562
4708000	25000
4709000	25000
4710000	26562
4711000	26562
4712000	25000
4713000	25000
4714000	25000
4715000	25000
4716000	28125
4717000	26562
4718000	26562
4719000	26562
4720000	25000
4721000	26562
4722000	26562
4723000	25000
4724000	26562
4725000	26562
4726000	26562
4727000	25000
4728000	26562
4729000	28125
4730000	26562
4731000	28125
4732000	25000
4733000	28125
4734000	25000
4735000	26562
4736000	26562
4737000	26562
4738000	26562
4739000	26562
4740000	26562
4741000	25000
4742000	26562
4743000	26562
4744000	26562
4745000	26562
4746000	26562
4747000	26562
4748000	26562
4749000	26562
4750000	26562
4751000	26562
4752000	25000
4753000	28125
4754000	26562
4755000	26562
4756000	25000
4757000	25000
4758000	26562
4759000	26562
4760000	26562
4761000	26562
4762000	26562
4763000	25000
4764000	26562
4765000	26562
4766000	26562
4767000	25000
4768000	28125
4769000	25000
4770000	28125
4771000	28125
4772000	26562
4773000	26562
4774000	26562
4775000	25000
4776000	26562
4777000	26562
4778000	28125
4779000	26562
4780000	26562
4781000	26562
4782000	28125
4783000	26562
4784000	26562
4785000	28125
4786000	26562
4787000	26562
4788000	26562
4789000	26562
4790000	26562
4791000	26562
4792000	26562
4793000	26562
4794000	26562
4795000	26562
4796000	26562
4797000	26562
4798000	26562
4799000	26562
4800000	28125
4801000	26562
4802000	25000
4803000	28125
4804000	26562
4805000	26562
4806000	26562
4807000	28125
4808000	26562
4809000	26562
4810000	28125
4811000	26562
4812000	28125
4813000	26562
4814000	29687
4815000	23437
4816000	28125
4817000	26562
4818000	26562
4819000	26562
4820000	26562
4821000	28125
4822000	26562
4823000	26562
4824000	28125
4825000	28125
4826000	26562
4827000	26562
4828000	28125
4829000	26562
4830000	28125
4831000	25000
4832000	28125
4833000	26562
4834000	26562
4835000	28125
4836000	28125
4837000	28125
4838000	26562
4839000	26562
4840000	28125
4841000	26562
4842000	28125
4843000	26562
4844000	28125
4845000	26562
4846000	26562
4847000	26562
4848000	28125
4849000	28125
4850000	28125
4851000	28125
4852000	28125
4853000	26562
4854000	28125
4855000	28125
4856000	26562
4857000	26562
4858000	28125
4859000	28125
4860000	28125
4861000	28125
4862000	28125
4863000	26562
4864000	28125
4865000	26562
4866000	26562
4867000	28125
4868000	28125
4869000	28125
4870000	26562
4871000	28125
4872000	26562
4873000	28125
4874000	28125
4875000	28125
4876000	26562
4877000	26562
4878000	28125
4879000	25000
4880000	29687
4881000	28125
4882000	28125
4883000	26562
4884000	28125
4885000	26562
4886000	28125
4887000	28125
4888000	28125
4889000	28125
4890000	28125
4891000	28125
4892000	26562
4893000	28125
4894000	28125
4895000	26562
4896000	28125
4897000	28125
4898000	28125
4899000	28125
4900000	28125
4901000	28125
4902000	28125
4903000	26562
4904000	28125
4905000	26562
4906000	28125
4907000	28125
4908000	28125
4909000	28125
4910000	28125
4911000	28125
4912000	29687
4913000	28125
4914000	28125
4915000	25000
4916000	28125
4917000	28125
4918000	26562
4919000	26562
4920000	28125
4921000	28125
4922000	28125
4923000	26562
4924000	29687
4925000	28125
4926000	28125
4927000	25000
4928000	28125
4929000	29687
4930000	28125
4931000	28125
4932000	26562
4933000	28125
4934000	28125
4935000	28125
4936000	28125
4937000	28125
4938000	28125
4939000	28125
4940000	28125
4941000	26562
4942000	25000
4943000	29687
4944000	28125
4945000	28125
4946000	28125
4947000	28125
4948000	29687
4949000	28125
4950000	28125
4951000	23437
4952000	29687
4953000	28125
4954000	26562
4955000	28125
4956000	28125
4957000	29687
4958000	29687
4959000	29687
4960000	26562
4961000	28125
4962000	28125
4963000	28125
4964000	28125
4965000	28125
4966000	26562
4967000	28125
4968000	25000
4969000	28125
4970000	28125
4971000	29687
4972000	26562
4973000	28125
4974000	28125
4975000	29687
4976000	29687
4977000	28125
4978000	28125
4979000	29687
4980000	28125
4981000	28125
4982000	26562
4983000	25000
4984000	28125
4985000	28125
4986000	29687
4987000	28125
4988000	29687
4989000	28125
4990000	28125
4991000	28125
4992000	29687
4993000	28125
4994000	29687
4995000	28125
4996000	28125
4997000	28125
4998000	26562
4999000	29687
5000000	29687
5001000	28125
5002000	29687
5003000	29687
5004000	26562
5005000	29687
5006000	28125
5007000	26562
5008000	28125
5009000	26562
5010000	31250
5011000	26562
5012000	25000
5013000	28125
5014000	28125
5015000	28125
5016000	28125
5017000	28125
5018000	29687
5019000	29687
5020000	28125
5021000	29687
5022000	28125
5023000	25000
5024000	29687
5025000	26562
5026000	26562
5027000	28125
5028000	29687
5029000	26562
5030000	29687
5031000	29687
5032000	26562
5033000	26562
5034000	29687
5035000	28125
5036000	28125
5037000	28125
5038000	28125
5039000	29687
5040000	28125
5041000	28125
5042000	28125
5043000	29687
5044000	28125
5045000	29687
5046000	28125
5047000	28125
5048000	28125
5049000	28125
5050000	28125
5051000	29687
5052000	28125
5053000	29687
5054000	28125
5055000	29687
5056000	26562
5057000	29687
5058000	28125
5059000	29687
5060000	28125
5061000	29687
5062000	28125
5063000	29687
5064000	26562
5065000	28125
5066000	28125
5067000	28125
5068000	29687
5069000	28125
5070000	28125
5071000	28125
5072000	31250
5073000	29687
5074000	29687
5075000	28125
5076000	29687
5077000	28125
5078000	29687
5079000	28125
5080000	28125
5081000	28125
5082000	26562
5083000	25000
5084000	29687
5085000	29687
5086000	29687
5087000	28125
5088000	29687
5089000	28125
5090000	28125
5091000	26562
5092000	29687
5093000	28125
5094000	28125
5095000	29687
5096000	26562
5097000	29687
5098000	29687
5099000	28125
5100000	29687
5101000	28125
5102000	29687
5103000	28125
5104000	29687
5105000	28125
5106000	29687
5107000	28125
5108000	31250
5109000	28125
5110000	29687
5111000	28125
5112000	28125
5113000	29687
5114000	29687
5115000	29687
5116000	29687
5117000	28125
5118000	29687
5119000	28125
5120000	28125
5121000	29687
5122000	29687
5123000	29687
5124000	29687
5125000	28125
5126000	29687
5127000	26562
5128000	29687
5129000	29687
5130000	28125
5131000	29687
5132000	29687
5133000	26562
5134000	28125
5135000	29687
5136000	28125
5137000	29687
5138000	29687
5139000	29687
5140000	26562
5141000	29687
5142000	29687
5143000	29687
5144000	28125
5145000	29687
5146000	28125
5147000	29687
5148000	28125
5149000	29687
5150000	29687
5151000	29687
5152000	28125
5153000	28125
5154000	31250
5155000	26562
5156000	29687
5157000	29687
5158000	29687
5159000	28125
5160000	28125
5161000	29687
5162000	28125
5163000	28125
5164000	29687
5165000	28125
5166000	29687
5167000	26562
5168000	29687
5169000	29687
5170000	28125
5171000	29687
5172000	28125
5173000	28125
5174000	26562
5175000	29687
5176000	29687
5177000	31250
5178000	31250
5179000	28125
5180000	39062
5181000	31250
5182000	29687
5183000	29687
5184000	29687
5185000	28125
5186000	28125
5187000	28125
5188000	29687
5189000	29687
5190000	31250
5191000	29687
5192000	28125
5193000	29687
5194000	28125
5195000	29687
5196000	28125
5197000	32812
5198000	28125
5199000	29687
5200000	28125
5201000	29687
5202000	31250
5203000	28125
5204000	29687
5205000	29687
5206000	28125
5207000	29687
5208000	26562
5209000	29687
5210000	29687
5211000	29687
5212000	29687
5213000	29687
5214000	29687
5215000	29687
5216000	28125
5217000	29687
5218000	28125
5219000	29687
5220000	29687
5221000	28125
5222000	28125
5223000	28125
5224000	28125
5225000	28125
5226000	29687
5227000	28125
5228000	29687
5229000	28125
5230000	29687
5231000	28125
5232000	28125
5233000	29687
5234000	28125
5235000	31250
5236000	31250
5237000	26562
5238000	29687
5239000	28125
5240000	28125
5241000	29687
5242000	28125
5243000	29687
5244000	28125
5245000	29687
5246000	28125
5247000	28125
5248000	29687
5249000	28125
5250000	29687
5251000	28125
5252000	28125
5253000	29687
5254000	28125
5255000	29687
5256000	26562
5257000	28125
5258000	29687
5259000	28125
5260000	29687
5261000	28125
5262000	28125
5263000	32812
5264000	25000
5265000	28125
5266000	29687
5267000	28125
5268000	28125
5269000	29687
5270000	28125
5271000	29687
5272000	29687
5273000	28125
5274000	28125
5275000	28125
5276000	28125
5277000	29687
5278000	29687
5279000	28125
5280000	26562
5281000	28125
5282000	29687
5283000	28125
5284000	29687
5285000	28125
5286000	29687
5287000	28125
5288000	28125
5289000	28125
5290000	29687
5291000	28125
5292000	29687
5293000	28125
5294000	29687
5295000	28125
5296000	28125
5297000	29687
5298000	28125
5299000	28125
5300000	29687
5301000	29687
5302000	28125
5303000	29687
5304000	28125
5305000	29687
5306000	28125
5307000	29687
5308000	28125
5309000	29687
5310000	28125
5311000	28125
5312000	29687
5313000	29687
5314000	28125
5315000	28125
5316000	28125
5317000	29687
5318000	28125
5319000	29687
5320000	28125
5321000	28125
5322000	28125
5323000	28125
5324000	29687
5325000	28125
5326000	29687
5327000	28125
5328000	29687
5329000	28125
5330000	29687
5331000	29687
5332000	28125
5333000	29687
5334000	28125
5335000	29687
5336000	28125
5337000	29687
5338000	29687
5339000	29687
5340000	28125
5341000	31250
5342000	26562
5343000	29687
5344000	29687
5345000	28125
5346000	28125
5347000	28125
5348000	29687
5349000	29687
5350000	29687
5351000	29687
5352000	28125
5353000	29687
5354000	29687
5355000	29687
5356000	28125
5357000	29687
5358000	29687
5359000	28125
5360000	29687
5361000	31250
5362000	26562
5363000	29687
5364000	29687
5365000	29687
5366000	31250
5367000	29687
5368000	28125
5369000	29687
5370000	29687
5371000	29687
5372000	31250
5373000	31250
5374000	31250
5375000	29687
5376000	29687
5377000	31250
5378000	29687
5379000	29687
5380000	31250
5381000	29687
5382000	29687
5383000	29687
5384000	31250
5385000	28125
5386000	29687
5387000	31250
5388000	29687
5389000	28125
5390000	29687
5391000	31250
5392000	29687
5393000	28125
5394000	29687
5395000	29687
5396000	29687
5397000	28125
5398000	29687
5399000	29687
5400000	29687
5401000	29687
5402000	29687
5403000	31250
5404000	28125
5405000	29687
5406000	29687
5407000	31250
5408000	28125
5409000	29687
5410000	29687
5411000	29687
5412000	28125
5413000	26562
5414000	31250
5415000	28125
5416000	31250
5417000	29687
5418000	29687
5419000	29687
5420000	31250
5421000	28125
5422000	29687
5423000	29687
5424000	31250
5425000	29687
5426000	29687
5427000	29687
5428000	29687
5429000	29687
5430000	29687
5431000	29687
5432000	29687
5433000	26562
5434000	29687
5435000	31250
5436000	29687
5437000	28125
5438000	28125
5439000	31250
5440000	29687
5441000	29687
5442000	29687
5443000	28125
5444000	29687
5445000	31250
5446000	29687
5447000	29687
5448000	29687
5449000	29687
5450000	29687
5451000	29687
5452000	29687
5453000	29687
5454000	29687
5455000	29687
5456000	31250
5457000	29687
5458000	29687
5459000	29687
5460000	29687
5461000	31250
5462000	29687
5463000	29687
5464000	29687
5465000	29687
5466000	29687
5467000	29687
5468000	29687
5469000	29687
5470000	29687
5471000	29687
5472000	29687
5473000	29687
5474000	29687
5475000	29687
5476000	29687
5477000	29687
5478000	29687
5479000	29687
5480000	29687
5481000	29687
5482000	29687
5483000	29687
5484000	29687
5485000	31250
5486000	29687
5487000	28125
5488000	29687
5489000	31250
5490000	29687
5491000	29687
5492000	31250
5493000	28125
5494000	31250
5495000	31250
5496000	29687
5497000	29687
5498000	29687
5499000	31250
5500000	29687
5501000	31250
5502000	29687
5503000	29687
5504000	29687
5505000	29687
5506000	29687
5507000	31250
5508000	29687
5509000	29687
5510000	31250
5511000	29687
5512000	31250
5513000	29687
5514000	29687
5515000	31250
5516000	29687
5517000	29687
5518000	31250
5519000	32812
5520000	32812
5521000	31250
5522000	29687
5523000	29687
5524000	29687
5525000	29687
5526000	29687
5527000	31250
5528000	29687
5529000	29687
5530000	29687
5531000	31250
5532000	29687
5533000	29687
5534000	29687
5535000	31250
5536000	29687
5537000	29687
5538000	29687
5539000	31250
5540000	29687
5541000	29687
5542000	31250
5543000	29687
5544000	29687
5545000	31250
5546000	29687
5547000	29687
5548000	31250
5549000	29687
5550000	29687
5551000	29687
5552000	29687
5553000	31250
5554000	29687
5555000	29687
5556000	32812
5557000	29687
5558000	29687
5559000	31250
5560000	31250
5561000	29687
5562000	29687
5563000	29687
5564000	29687
5565000	31250
5566000	28125
5567000	31250
5568000	29687
5569000	29687
5570000	31250
5571000	28125
5572000	31250
5573000	29687
5574000	28125
5575000	31250
5576000	29687
5577000	29687
5578000	31250
5579000	29687
5580000	29687
5581000	29687
5582000	31250
5583000	29687
5584000	29687
5585000	31250
5586000	29687
5587000	31250
5588000	29687
5589000	31250
5590000	29687
5591000	29687
5592000	29687
5593000	29687
5594000	31250
5595000	29687
5596000	31250
5597000	29687
5598000	31250
5599000	29687
5600000	31250
5601000	29687
5602000	31250
5603000	29687
5604000	31250
5605000	29687
5606000	31250
5607000	29687
5608000	31250
5609000	29687
5610000	31250
5611000	31250
5612000	31250
5613000	29687
5614000	31250
5615000	29687
5616000	29687
5617000	31250
5618000	29687
5619000	31250
5620000	31250
5621000	31250
5622000	31250
5623000	29687
5624000	31250
5625000	29687
5626000	28125
5627000	31250
5628000	29687
5629000	31250
5630000	31250
5631000	29687
5632000	31250
5633000	29687
5634000	31250
5635000	29687
5636000	29687
5637000	31250
5638000	29687
5639000	31250
5640000	29687
5641000	31250
5642000	29687
5643000	29687
5644000	31250
5645000	32812
5646000	29687
5647000	31250
5648000	31250
5649000	29687
5650000	31250
5651000	31250
5652000	28125
5653000	31250
5654000	28125
5655000	31250
5656000	29687
5657000	31250
5658000	31250
5659000	29687
5660000	31250
5661000	29687
5662000	31250
5663000	31250
5664000	29687
5665000	31250
5666000	31250
5667000	31250
5668000	29687
5669000	31250
5670000	29687
5671000	31250
5672000	31250
5673000	31250
5674000	29687
5675000	31250
5676000	31250
5677000	29687
5678000	31250
5679000	31250
5680000	31250
5681000	31250
5682000	31250
5683000	29687
5684000	29687
5685000	31250
5686000	31250
5687000	29687
5688000	31250
5689000	31250
5690000	31250
5691000	29687
5692000	31250
5693000	31250
5694000	31250
5695000	31250
5696000	29687
5697000	31250
5698000	31250
5699000	32812
5700000	34375
5701000	32812
5702000	32812
5703000	32812
5704000	32812
5705000	32812
5706000	31250
5707000	31250
5708000	32812
5709000	32812
5710000	32812
5711000	34375
5712000	32812
5713000	32812
5714000	29687
5715000	32812
5716000	31250
5717000	31250
5718000	31250
5719000	31250
5720000	31250
5721000	29687
5722000	29687
5723000	31250
5724000	31250
5725000	32812
5726000	31250
5727000	34375
5728000	32812
5729000	34375
5730000	31250
5731000	31250
5732000	31250
5733000	32812
5734000	32812
5735000	32812
5736000	31250
5737000	29687
5738000	29687
5739000	32812
5740000	34375
5741000	34375
5742000	32812
5743000	31250
5744000	32812
5745000	29687
5746000	31250
5747000	32812
5748000	31250
5749000	31250
5750000	31250
5751000	32812
5752000	34375
5753000	32812
5754000	32812
5755000	32812
5756000	31250
5757000	31250
5758000	31250
5759000	29687
5760000	31250
5761000	29687
5762000	29687
5763000	29687
5764000	29687
5765000	29687
5766000	29687
5767000	29687
5768000	28125
5769000	29687
5770000	29687
5771000	29687
5772000	29687
5773000	29687
5774000	29687
5775000	29687
5776000	29687
5777000	29687
5778000	29687
5779000	28125
5780000	31250
5781000	29687
5782000	29687
5783000	31250
5784000	29687
5785000	31250
5786000	31250
5787000	31250
5788000	29687
5789000	31250
5790000	31250
5791000	31250
5792000	29687
5793000	29687
5794000	31250
5795000	37500
5796000	37500
5797000	35937
5798000	39062
5799000	32812
5800000	32812
5801000	32812
5802000	35937
5803000	31250
5804000	31250
5805000	31250
5806000	29687
5807000	29687
5808000	29687
5809000	31250
5810000	28125
5811000	31250
5812000	31250
5813000	29687
5814000	32812
5815000	34375
5816000	29687
5817000	29687
5818000	29687
5819000	31250
5820000	29687
5821000	29687
5822000	29687
5823000	29687
5824000	31250
5825000	32812
5826000	34375
5827000	32812
5828000	31250
5829000	32812
5830000	31250
5831000	34375
5832000	29687
5833000	32812
5834000	31250
5835000	32812
5836000	31250
5837000	34375
5838000	31250
5839000	32812
5840000	31250
5841000	31250
5842000	31250
5843000	31250
5844000	29687
5845000	34375
5846000	31250
5847000	31250
5848000	31250
5849000	32812
5850000	34375
5851000	31250
5852000	32812
5853000	31250
5854000	31250
5855000	29687
5856000	31250
5857000	29687
5858000	32812
5859000	31250
5860000	31250
5861000	32812
5862000	31250
5863000	31250
5864000	31250
5865000	32812
5866000	31250
5867000	32812
5868000	29687
5869000	29687
5870000	34375
5871000	29687
5872000	32812
5873000	29687
5874000	31250
5875000	32812
5876000	31250
5877000	32812
5878000	31250
5879000	31250
5880000	32812
5881000	31250
5882000	31250
5883000	31250
5884000	32812
5885000	31250
5886000	31250
5887000	31250
5888000	32812
5889000	31250
5890000	32812
5891000	32812
5892000	31250
5893000	32812
5894000	29687
5895000	31250
5896000	29687
5897000	31250
5898000	31250
5899000	31250
5900000	34375
5901000	32812
5902000	31250
5903000	31250
5904000	31250
5905000	31250
5906000	31250
5907000	31250
5908000	31250
5909000	31250
5910000	29687
5911000	31250
5912000	31250
5913000	29687
5914000	31250
5915000	31250
5916000	31250
5917000	31250
5918000	29687
5919000	31250
5920000	31250
5921000	32812
5922000	29687
5923000	31250
5924000	31250
5925000	29687
5926000	29687
5927000	29687
5928000	31250
5929000	29687
5930000	31250
5931000	31250
5932000	29687
5933000	31250
5934000	29687
5935000	32812
5936000	31250
5937000	31250
5938000	31250
5939000	31250
5940000	32812
5941000	31250
5942000	31250
5943000	29687
5944000	31250
5945000	31250
5946000	31250
5947000	31250
5948000	29687
5949000	31250
5950000	29687
5951000	29687
5952000	31250
5953000	29687
5954000	29687
5955000	31250
5956000	29687
5957000	31250
5958000	31250
5959000	31250
5960000	31250
5961000	31250
5962000	34375
5963000	31250
5964000	29687
5965000	31250
5966000	31250
5967000	31250
5968000	31250
5969000	31250
5970000	29687
5971000	29687
5972000	31250
5973000	29687
5974000	31250
5975000	31250
5976000	29687
5977000	35937
5978000	34375
5979000	31250
5980000	32812
5981000	29687
5982000	31250
5983000	31250
5984000	31250
5985000	31250
5986000	31250
5987000	29687
5988000	31250
5989000	29687
5990000	29687
5991000	31250
5992000	31250
5993000	29687
5994000	29687
5995000	31250
5996000	29687
5997000	32812
5998000	31250
5999000	34375
6000000	34375
6001000	31250
6002000	32812
6003000	29687
6004000	31250
6005000	32812
6006000	34375
6007000	37500
6008000	34375
6009000	31250
6010000	35937
6011000	31250
6012000	31250
6013000	31250
6014000	32812
6015000	31250
6016000	32812
6017000	35937
6018000	35937
6019000	35937
6020000	39062
6021000	32812
6022000	32812
6023000	31250
6024000	29687
6025000	31250
6026000	32812
6027000	31250
6028000	31250
6029000	31250
6030000	31250
6031000	32812
6032000	31250
6033000	32812
6034000	32812
6035000	31250
6036000	31250
6037000	31250
6038000	31250
6039000	31250
6040000	32812
6041000	32812
6042000	31250
6043000	29687
6044000	31250
6045000	32812
6046000	32812
6047000	31250
6048000	34375
6049000	35937
6050000	35937
6051000	34375
6052000	34375
6053000	32812
6054000	34375
6055000	34375
6056000	34375
6057000	34375
6058000	32812
6059000	32812
6060000	32812
6061000	32812
6062000	34375
6063000	32812
6064000	32812
6065000	32812
6066000	32812
6067000	31250
6068000	32812
6069000	32812
6070000	31250
6071000	31250
6072000	32812
6073000	31250
6074000	32812
6075000	31250
6076000	31250
6077000	34375
6078000	37500
6079000	34375
6080000	35937
6081000	37500
6082000	35937
6083000	39062
6084000	35937
6085000	31250
6086000	34375
6087000	34375
6088000	37500
6089000	35937
6090000	34375
6091000	32812
6092000	34375
6093000	32812
6094000	32812
6095000	35937
6096000	32812
6097000	31250
6098000	32812
6099000	34375
6100000	32812
6101000	34375
6102000	34375
6103000	34375
6104000	32812
6105000	32812
6106000	34375
6107000	32812
6108000	34375
6109000	32812
6110000	34375
6111000	34375
6112000	34375
6113000	34375
6114000	31250
6115000	34375
6116000	32812
6117000	34375
6118000	34375
6119000	34375
6120000	34375
6121000	35937
6122000	32812
6123000	34375
6124000	35937
6125000	35937
6126000	34375
6127000	34375
6128000	32812
6129000	34375
6130000	34375
6131000	35937
6132000	34375
6133000	34375
6134000	37500
6135000	31250
6136000	35937
6137000	32812
6138000	34375
6139000	35937
6140000	37500
6141000	34375
6142000	35937
6143000	32812
6144000	32812
6145000	35937
